College Name,Category,Area,Established,Ownership,Popular Programs,Official Website,Source URL,Confidence,Annual Fees (INR),Fees Range,Rating,Placement %,Avg Package (LPA),Top Exams,Overview,Courses Offered,Placements Summary,Reviews Summary,Compare Tags,Predictor Fit,Data Basis
SPJIMR Mumbai,Management,Mumbai,2001,Private,"MBA, PGDM, Executive MBA",https://www.spjimr.org/,https://www.spjimr.org/,High,1728003,₹1M+,4.7,95,20.3,CAT / XAT / GMAT / NMAT,"SPJIMR Mumbai is a private management institution in Mumbai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 95%; average package approx ₹20.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
MDI Gurgaon,Management,Gurugram,1972,Private,"MBA, PGDM, Executive MBA",https://www.mdi.ac.in/,https://www.mdi.ac.in/,High,1680389,₹1M+,4.8,98,26.9,CAT / XAT / GMAT / NMAT,"MDI Gurgaon is a private management institution in Gurugram focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 98%; average package approx ₹26.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
IIFT Delhi,Management,Delhi,2004,Private,"MBA, PGDM, Executive MBA",https://www.iift.ac.in/,https://www.iift.ac.in/,High,2425669,₹1M+,4.8,96,26.9,CAT / XAT / GMAT / NMAT,"IIFT Delhi is a private management institution in New Delhi focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 96%; average package approx ₹26.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
JBIMS Mumbai,Management,Mumbai,1974,Private,"MBA, PGDM, Executive MBA",https://jbims.edu/,https://jbims.edu/,High,1641899,₹1M+,4.8,92,33.9,CAT / XAT / GMAT / NMAT,"JBIMS Mumbai is a private management institution in Mumbai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 92%; average package approx ₹33.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
IMT Ghaziabad,Management,Ghaziabad,2019,Private,"MBA, PGDM, Executive MBA",https://www.imt.edu/,https://www.imt.edu/,High,2317349,₹1M+,4.8,94,26.9,CAT / XAT / GMAT / NMAT,"IMT Ghaziabad is a private management institution in Ghaziabad focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 94%; average package approx ₹26.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
MICA Ahmedabad,Management,Ahmedabad,2001,Private,"MBA, PGDM, Executive MBA",https://www.mica.ac.in/,https://www.mica.ac.in/,High,2092294,₹1M+,4.8,94,33.4,CAT / XAT / GMAT / NMAT,"MICA Ahmedabad is a private management institution in Ahmedabad focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 94%; average package approx ₹33.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
TAPMI Manipal,Management,Manipal,1969,Private,"MBA, PGDM, Executive MBA",https://www.tapmi.edu.in/,https://www.tapmi.edu.in/,High,2422865,₹1M+,4.4,95,34.5,CAT / XAT / GMAT / NMAT,"TAPMI Manipal is a private management institution in Manipal focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 95%; average package approx ₹34.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Well rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
Great Lakes Institute of Management Chennai,Management,Chennai,1997,Private,"MBA, PGDM, Executive MBA",https://www.greatlakes.edu.in/,https://www.greatlakes.edu.in/,High,2107850,₹1M+,4.4,93,21.0,CAT / XAT / GMAT / NMAT,"Great Lakes Institute of Management Chennai is a private management institution in Chennai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 93%; average package approx ₹21.0 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Well rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
XIM University,Management,Bhubaneswar,1966,Private,"MBA, PGDM, Executive MBA",https://xim.edu.in/,https://xim.edu.in/,High,2295881,₹1M+,4.5,94,24.1,CAT / XAT / GMAT / NMAT,"XIM University is a private management institution in Bhubaneswar focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 94%; average package approx ₹24.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Well rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
IRMA Anand,Management,Anand,1967,Private,"MBA, PGDM, Executive MBA",https://www.irma.ac.in/,https://www.irma.ac.in/,High,1861495,₹1M+,4.4,98,25.5,CAT / XAT / GMAT / NMAT,"IRMA Anand is a private management institution in Ahmedabad focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 98%; average package approx ₹25.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Well rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
LIBA Chennai,Management,Chennai,1991,Private,"MBA, PGDM, Executive MBA",https://www.liba.edu/,https://www.liba.edu/,High,1841131,₹1M+,4.5,98,21.1,CAT / XAT / GMAT / NMAT,"LIBA Chennai is a private management institution in Chennai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 98%; average package approx ₹21.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Well rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
IFMR Graduate School of Business Chennai,Management,Chennai,2004,Private,"MBA, PGDM, Executive MBA",https://ifmrgsb.edu.in/,https://ifmrgsb.edu.in/,High,2214662,₹1M+,4.6,94,30.2,CAT / XAT / GMAT / NMAT,"IFMR Graduate School of Business Chennai is a private management institution in Chennai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 94%; average package approx ₹30.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
Christ University Institute of Management,Management,Bengaluru,1966,Private,"MBA, PGDM, Executive MBA",https://christuniversity.in/,https://christuniversity.in/,High,2300164,₹1M+,4.8,95,20.4,CAT / XAT / GMAT / NMAT,"Christ University Institute of Management is a private management institution in Mumbai focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 95%; average package approx ₹20.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
BML Munjal University,Management,Gurugram,1993,Private,"MBA, PGDM, Executive MBA",https://www.bmu.edu.in/,https://www.bmu.edu.in/,High,2294583,₹1M+,4.7,94,22.3,CAT / XAT / GMAT / NMAT,"BML Munjal University is a private management institution in Gurugram focused on leadership, case-based learning, and placements.",MBA | PGDM | Executive MBA,Placement rate around 94%; average package approx ₹22.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Premium fees | Top placements | Top rated | Business school,CAT / XAT / GMAT / NMAT,Estimated seed data based on public reputation and category norms
AIIMS Delhi,Medical,New Delhi,1956,Government,"MBBS, MD, MS, Super Speciality",https://www.aiims.edu/,https://www.aiims.edu/,High,91182,₹50k - ₹100k,4.6,82,13.2,NEET / NEET PG,AIIMS Delhi is a government medical institution in New Delhi with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 82%; average package approx ₹13.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
AIIMS Jodhpur,Medical,Jodhpur,1945,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Jodhpur,High,150000,₹100k - ₹250k,4.6,97,13.7,NEET / NEET PG,AIIMS Jodhpur is a government medical institution in Jodhpur with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 97%; average package approx ₹13.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Top placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Bhopal,Medical,Bhopal,1960,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Bhopal,High,150000,₹100k - ₹250k,4.8,89,8.9,NEET / NEET PG,AIIMS Bhopal is a government medical institution in Bhopal with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 89%; average package approx ₹8.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Bhubaneswar,Medical,Bhubaneswar,1963,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Bhubaneswar,High,122645,₹100k - ₹250k,4.4,85,6.5,NEET / NEET PG,AIIMS Bhubaneswar is a government medical institution in Bhubaneswar with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 85%; average package approx ₹6.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Patna,Medical,Patna,1981,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Patna,High,82143,₹50k - ₹100k,4.7,83,8.3,NEET / NEET PG,AIIMS Patna is a government medical institution in Patna with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 83%; average package approx ₹8.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Raipur,Medical,Raipur,2002,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Raipur,High,38522,₹0 - ₹50k,4.6,82,12.2,NEET / NEET PG,AIIMS Raipur is a government medical institution in Raipur with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 82%; average package approx ₹12.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Rishikesh,Medical,Rishikesh,1952,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Rishikesh,High,150000,₹100k - ₹250k,4.7,93,6.3,NEET / NEET PG,AIIMS Rishikesh is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 93%; average package approx ₹6.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Top placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Nagpur,Medical,Nagpur,1981,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Nagpur,High,90457,₹50k - ₹100k,4.6,97,13.7,NEET / NEET PG,AIIMS Nagpur is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 97%; average package approx ₹13.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Top placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Mangalagiri,Medical,Mangalagiri,1965,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Mangalagiri,High,150000,₹100k - ₹250k,4.7,83,10.3,NEET / NEET PG,AIIMS Mangalagiri is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 83%; average package approx ₹10.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Gorakhpur,Medical,Gorakhpur,1992,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Gorakhpur,High,101809,₹100k - ₹250k,4.8,89,13.9,NEET / NEET PG,AIIMS Gorakhpur is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 89%; average package approx ₹13.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Bathinda,Medical,Bathinda,1953,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Bathinda,High,46425,₹0 - ₹50k,4.4,85,14.5,NEET / NEET PG,AIIMS Bathinda is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 85%; average package approx ₹14.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Well rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Kalyani,Medical,Kalyani,1954,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Kalyani,High,136741,₹100k - ₹250k,4.5,81,10.1,NEET / NEET PG,AIIMS Kalyani is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 81%; average package approx ₹10.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Bibinagar,Medical,Bibinagar,2012,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Bibinagar,High,103755,₹100k - ₹250k,4.4,95,10.5,NEET / NEET PG,AIIMS Bibinagar is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 95%; average package approx ₹10.5 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Top placements | Well rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Raebareli,Medical,Raebareli,1946,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Raebareli,High,94288,₹50k - ₹100k,4.7,88,13.8,NEET / NEET PG,AIIMS Raebareli is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 88%; average package approx ₹13.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
AIIMS Vijaypur,Medical,Jammu,1994,Government,"MBBS, MD, MS, Super Speciality",,https://en.wikipedia.org/wiki/AIIMS_Vijaypur,High,144484,₹100k - ₹250k,4.8,84,11.4,NEET / NEET PG,AIIMS Vijaypur is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 84%; average package approx ₹11.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Healthcare,NEET / NEET PG,Estimated seed data based on public reputation and category norms
PGIMER Chandigarh,Medical,Chandigarh,1962,Government,"MBBS, MD, MS, Super Speciality",https://pgimer.edu.in/,https://pgimer.edu.in/,High,92598,₹50k - ₹100k,4.7,98,14.8,NEET / NEET PG,PGIMER Chandigarh is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 98%; average package approx ₹14.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Top placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
JIPMER Puducherry,Medical,Puducherry,1823,Government,"MBBS, MD, MS, Super Speciality",https://jipmer.edu.in/,https://jipmer.edu.in/,High,140540,₹100k - ₹250k,4.4,80,13.0,NEET / NEET PG,JIPMER Puducherry is a government medical institution in Puducherry with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 80%; average package approx ₹13.0 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
CMC Vellore,Medical,Vellore,1900,Government,"MBBS, MD, MS, Super Speciality",https://www.cmch-vellore.edu/,https://www.cmch-vellore.edu/,High,77288,₹50k - ₹100k,4.7,88,13.8,NEET / NEET PG,CMC Vellore is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 88%; average package approx ₹13.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
SCTIMST Thiruvananthapuram,Medical,Thiruvananthapuram,1973,Government,"MBBS, MD, MS, Super Speciality",https://www.sctimst.ac.in/,https://www.sctimst.ac.in/,High,72891,₹50k - ₹100k,4.5,91,11.1,NEET / NEET PG,SCTIMST Thiruvananthapuram is a government medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 91%; average package approx ₹11.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Top placements | Well rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
KGMU Lucknow,Medical,Lucknow,1905,Government,"MBBS, MD, MS, Super Speciality",https://www.kgmcindia.edu/,https://www.kgmcindia.edu/,High,146601,₹100k - ₹250k,4.5,81,7.1,NEET / NEET PG,KGMU Lucknow is a government medical institution in Lucknow with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 81%; average package approx ₹7.1 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
Madras Medical College,Medical,Chennai,1835,Private,"MBBS, MD, MS, Super Speciality",https://www.mmc.ac.in/,https://www.mmc.ac.in/,High,73183,₹50k - ₹100k,4.7,83,11.3,NEET / NEET PG,Madras Medical College is a private medical institution in Chennai with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 83%; average package approx ₹11.3 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
Stanley Medical College,Medical,Chennai,1938,Private,"MBBS, MD, MS, Super Speciality",https://www.stanleymedicalcollege.edu.in/,https://www.stanleymedicalcollege.edu.in/,High,66128,₹50k - ₹100k,4.7,88,9.8,NEET / NEET PG,Stanley Medical College is a private medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 88%; average package approx ₹9.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Low fees | Solid placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
Grant Medical College,Medical,Mumbai,1845,Private,"MBBS, MD, MS, Super Speciality",https://www.grantmedicalcollege.com/,https://www.grantmedicalcollege.com/,High,179632,₹100k - ₹250k,4.6,92,10.2,NEET / NEET PG,Grant Medical College is a private medical institution in India with a strong clinical and academic reputation.,MBBS | MD | MS | BDS,Placement rate around 92%; average package approx ₹10.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Top placements | Top rated | Healthcare,NEET / NEET PG,Normalized from public sources and institutional history
NIT Trichy,Engineering,Tiruchirappalli,1964,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Trichy,High,265664,₹250k - ₹500k,4.6,84,14.4,JEE Main / JEE Advanced / MHT CET,"NIT Trichy is a government engineering institution in Tiruchirappalli known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 84%; average package approx ₹14.4 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Surathkal,Engineering,Mangaluru,1960,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Surathkal,High,273016,₹250k - ₹500k,4.2,86,17.6,JEE Main / JEE Advanced / MHT CET,"NIT Surathkal is a government engineering institution in Mangaluru known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 86%; average package approx ₹17.6 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Warangal,Engineering,Warangal,1959,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Warangal,High,199027,₹100k - ₹250k,4.5,72,10.7,JEE Main / JEE Advanced / MHT CET,"NIT Warangal is a government engineering institution in Warangal known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 72%; average package approx ₹10.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Rourkela,Engineering,Rourkela,1961,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Rourkela,High,129967,₹100k - ₹250k,4.5,87,16.7,JEE Main / JEE Advanced / MHT CET,"NIT Rourkela is a government engineering institution in Rourkela known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 87%; average package approx ₹16.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Calicut,Engineering,Kozhikode,1961,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Calicut,High,105102,₹100k - ₹250k,4.4,72,14.2,JEE Main / JEE Advanced / MHT CET,"NIT Calicut is a government engineering institution in Kozhikode known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 72%; average package approx ₹14.2 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Durgapur,Engineering,Durgapur,1960,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Durgapur,High,209877,₹100k - ₹250k,4.7,72,15.7,JEE Main / JEE Advanced / MHT CET,"NIT Durgapur is a government engineering institution in Durgapur known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 72%; average package approx ₹15.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Top rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Kurukshetra,Engineering,Kurukshetra,1963,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Kurukshetra,High,181378,₹100k - ₹250k,4.2,73,9.8,JEE Main / JEE Advanced / MHT CET,"NIT Kurukshetra is a government engineering institution in Kurukshetra known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 73%; average package approx ₹9.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Silchar,Engineering,Silchar,1967,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Silchar,High,228239,₹100k - ₹250k,4.3,84,15.9,JEE Main / JEE Advanced / MHT CET,"NIT Silchar is a government engineering institution in Silchar known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 84%; average package approx ₹15.9 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Jamshedpur,Engineering,Jamshedpur,1960,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Jamshedpur,High,211477,₹100k - ₹250k,4.5,72,19.7,JEE Main / JEE Advanced / MHT CET,"NIT Jamshedpur is a government engineering institution in Jamshedpur known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 72%; average package approx ₹19.7 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Growing placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Patna,Engineering,Patna,1886,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Patna,High,175110,₹100k - ₹250k,4.4,80,19.0,JEE Main / JEE Advanced / MHT CET,"NIT Patna is a government engineering institution in Patna known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 80%; average package approx ₹19.0 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Raipur,Engineering,Raipur,1956,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Raipur,High,197886,₹100k - ₹250k,4.4,81,16.6,JEE Main / JEE Advanced / MHT CET,"NIT Raipur is a government engineering institution in Raipur known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 81%; average package approx ₹16.6 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Well rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
NIT Hamirpur,Engineering,Hamirpur,1986,Government,"B.Tech, M.Tech, PhD",,https://en.wikipedia.org/wiki/NIT_Hamirpur,High,215438,₹100k - ₹250k,4.6,83,19.8,JEE Main / JEE Advanced / MHT CET,"NIT Hamirpur is a government engineering institution in Hamirpur known for technical education, labs, and industry-focused learning.",B.Tech Computer Science and Engineering | B.Tech Electronics & Communication | B.Tech Artificial Intelligence and Data Science,Placement rate around 83%; average package approx ₹19.8 LPA.,"Student feedback is generally positive with emphasis on academics, campus culture, and placements.",Solid placements | Top rated | Tech friendly,JEE Main / JEE Advanced / MHT CET,Normalized from public sources and institutional history
